IATA,ICAO,Name,Latitude,Longitude,UTC Offset (s),Max Runway Length (ft),Airlines
GHA,DAUG,Ghardaia Algeria,32.3817,3.7992,3600,10164,
DIN,VVDB,Gia Lam Vietnam,21.3975,103.008,25200,6004,"VND,VN"
GIB,LXGB,Gibraltar - United Kingdom,36.1506,-5.3492,3600,6555,DVH
GCC,KGCC,Gillette WY,44.3489,-105.539,-25200,7526,DL
GRO,LEGE,Girona Spain,41.9008,2.7606,3600,7893,HVD
GIZ,OEGN,Gizan Saudi Arabia,16.9006,42.5856,10800,10037,SV
YHK,CYHK,Gjoa Haven NT,68.6353,-95.8494,-25200,4389,
GLT,YGLA,Gladstone Australia,-23.8694,151.223,39600,6103,VA
GGW,KGGW,Glasgow MT,48.2122,-106.615,-25200,6354,NW
GLA,EGPF,Glasgow United Kingdom,55.8714,-4.4328,0,8727,"KL,NW,PAH,WSH"
PIK,EGPK,Glasgow-Prestwick United Kingdom,55.5092,-4.5864,0,9830,"AF,KLD,NEH,NW,PAH"
GDV,KGDV,Glendive MT,47.1386,-104.8069,-25200,5700,
GOI,VOGO,Goa India,15.3806,73.8314,19800,11240,JAD
GYN,SBGO,Goiania Brazil,-16.6292,-49.2267,-7200,8216,GLO
YYR,CYYR,Goose Bay NF Canada,53.3206,-60.4317,-14400,11062,NEH
XGG,DFEG,Gorom-Gorom Burkina Faso,14.4531,-0.2408,0,2500,
GTO,WAMG,Gorontalo Indoesnia,0.6381,122.852,28800,5410,KLD
GOT,ESGG,Gothenburg Sweden,57.6628,12.2792,3600,10812,"AF,KLD,KL"
GUD,GAGM,Goundam Mali,16.35,-3.6,0,4931,
GRX,LEGR,Granada Spain,37.1883,-3.7769,3600,9502,
GCN,KGCN,Grand Canyon AZ,35.9522,-112.147,-25200,9014,RW
SFG,TFFG,Grand Case St-Martin Guadeloupe,18.1,-63.0489,-14400,3937,
GCM,MWCR,Grand Cayman Cayman Islands,19.2928,-81.3567,-18000,7421,"DL,DVH,NW,WSH"
RDR,KRDR,Grand Forks AFB,47.9611,-97.4008,-21600,12364,
GFK,KGFK,Grand Forks ND,47.9492,-97.1756,-21600,7356,"DL,NCA,NW"
GJT,KGJT,Grand Junction CO,39.1225,-108.527,-25200,10518,DL
GRR,KGRR,Grand Rapids MI,42.8806,-85.5228,-18000,9984,"DL,DVH,NCA,NW"
YQU,CYQU,Grande Prairie AB Canada,55.1789,-118.885,-25200,8514,"WAH,WSH"
GRZ,LOWG,Graz Austria,46.9931,15.4392,0,9859,DVH
GTF,KGTF,Great Falls MT,47.4806,-111.3708,-25200,10519,"RW,AS,DL,NPA,NW,WAH"
GRB,KGRB,Green Bay WI,44.485,-88.1292,-21600,8714,"DL,DVH,NCA,NW"
GSO,KGSO,Greensboro NC,36.0977,-79.9373,-18000,10009,"DL,DVH,NW"
GLH,KGLH,Greenville MS,33.4828,-90.9856,-21600,8029,NW
PGV,KPGV,Greenville NC,35.635,-77.3853,-18000,6520,DVH
GMU,KGMU,Greenville SC,34.8478,-82.3497,-18000,5410,DVH
GSP,KGSP,Greenville SC,34.8956,-82.2186,-18000,11022,"DL,DVH,NW"
GWO,KGWO,Greenwood MS,33.4942,-90.0847,-21600,6526,DVH
GNB,LFLS,Grenoble France,45.3631,5.3328,3600,9989,
GRQ,EHGG,Groningen Netherlands,53.1197,6.5794,3600,8186,KLD
GON,KGON,Groton-New London CT,41.33,-72.0444,-18000,5006,"NEH,PAH"
GDL,MMGL,Guadalajara Mexico,20.5217,-103.3108,-21600,13135,"AM,AMH,DL"
GUM,PGUM,Guam International Guam,13.4836,144.797,36000,12035,"DL,NW,PAH"
CAN,ZGGG,Guangzhou-Baiyun China,23.3906,113.299,28800,12619,"SUD,AF,CZ,DVH,SV,FM,VN"
NBW,MUGM,Guantanamo NAS Cuba,19.9064,-75.2067,-18000,8022,
GUA,MGGT,Guatemala City Guatemala,14.5828,-90.5264,-21600,9848,"AM,DL,DVH,NW,PAH"
GYE,SEGU,Guayaquil Ecuador,-2.1578,-79.8831,-18000,9188,"DVH,KLD,KL,PAH"
GYA,SLGY,Guayaramerín Bolivia,-10.8217,-65.3458,-18000,2500,PAH
GYM,MMGM,Guaymas Mexico,27.9689,-110.925,-21600,7730,
GCI,EGJB,Guernsey United Kingdom,49.435,-2.6019,0,4788,KLD
KWL,ZGKL,Guilin China,25.2181,110.039,28800,10546,"CZ,FM"
KWE,ZUGY,Guiyang China,26.5339,106.801,28800,10499,CZ
JKA,KJKA,Gulf Shores AL,30.2894,-87.6717,-21600,6957,
GPT,KGPT,Gulfport/Biloxi MS,30.4069,-89.0697,-21600,9015,"DL,DVH,NW"
GKN,PAGK,Gulkana AK,62.1547,-145.454,-32400,4986,
GUC,KGUC,Gunnison CO,38.5339,-106.9325,-25200,9386,ASH
KUV,RKJK,Gunsan South Korea,35.9036,126.616,32400,9022,
GNS,WIMB,Gunungsitoli Indonesia,1.1664,97.7044,25200,7382,
URY,OEGT,Guriat Saudi Arabia,31.4117,37.2792,10800,9999,
GST,PAGS,Gustavus AK,58.425,-135.707,-32400,6710,
KWJ,RKJJ,Gwangju South Korea,35.1264,126.809,32400,9313,
HET,ZBHH,Habbot China,40.8481,111.8231,28800,11830,
HPH,VVCI,Hai Phong Vietnam,20.8189,106.725,25200,10007,VN
HFA,LLHA,Haifa Israel,32.8092,35.0431,7200,3957,
HAK,ZJHK,Haikou China,19.9344,110.4589,28800,11814,"MUD,CZ"
HAS,OEHL,Hail Saudi Arabia,27.4381,41.6864,10800,10865,SV
MDG,ZYMD,Hailang China,44.5231,129.5669,28800,8527,CZH
HKD,RJCH,Hakodate Japan,41.77,140.822,32400,9821,
YHZ,CYHZ,Halifax NS Canada,44.8803,-63.5081,-14400,10518,"DL,DVH,KLD,WS,WSH"
HAD,ESMT,Halmstad Sweden,56.6906,12.82,3600,7518,
HAM,EDDH,Hamburg Germany,53.6303,9.9967,3600,12021,"SUD,AF,DVH,KL"
BDA,TXKF,Hamilton Bermuda,32.3639,-64.6781,-14400,9708,"DL,DVH,PAH,WSH"
HTI,YBHM,Hamilton Island Australia,-20.3578,148.951,39600,5997,VA
HLZ,NZHN,Hamilton New Zealand,-37.8664,175.335,46800,7270,
YHM,CYHM,Hamilton ON Canada,43.1736,-79.935,-18000,9993,WSH
HFT,ENHF,Hammerfest Norway,70.6794,23.6683,3600,2887,
HNA,RJSI,Hanamaki Japan,39.4283,141.135,32400,8220,
CMX,KCMX,Hancock MI,47.1681,-88.4889,-18000,6492,"NCA,NW"
HGH,ZSHC,Hangzhou China,30.2281,120.432,28800,11835,"MU,CZ,KL"
HAJ,EDDV,Hannover Germany,52.4606,9.685,3600,12444,"SUD,AF,KLD,KL,PAH"
HAN,VVNB,Hanoi Viet Nam,21.2206,105.807,25200,10500,"SUD,CI,KE,VND,VN"
BED,KBED,Hanscom AFB MA,42.4697,-71.2889,-18000,6990,
HOI,NTTO,Hao French Polynesia,-18.0747,-140.946,-39600,11184,
HRE,FVHA,Harare Zimbabwe,-17.9325,31.0939,7200,15500,"KQD,KQ,KLD"
HRB,ZYHB,Harbin China,45.6231,126.25,28800,10490,"MU,CZ"
HGA,HCMH,Hargeisa Somalia,9.5181,44.0886,10800,8005,
HRL,KHRL,Harlingen TX,26.2281,-97.6542,-21600,8339,"DL,DVH,NW"
MDT,KMDT,Harrisburg PA,40.1928,-76.7628,-18000,9994,"DL,DVH,NW,PAH"
LIV,FLHN,Harry Mwanga Nkumbula International,-17.8211,25.8169,7200,9843,
EVE,ENEV,Harstad/Narvik Evenes Norway,68.4889,16.6781,3600,9202,
BDL,KBDL,Hartford CT,41.9389,-72.6831,-18000,9512,"DL,DVH,NEH,NW"
HAA,ENHK,Hasvik Norway,70.4867,22.1394,3600,3360,
PIB,KPIB,Hattiesburg MS,31.4667,-89.3367,-21600,6517,NW
HAU,ENHD,Haugesund Norway,59.3431,5.2125,3600,6937,
HAV,MUHA,Havana Cuba,22.9889,-82.4089,-18000,13142,"SUD,AM,AF,DVH,KLD,KL,PAH,VSD"
HDN,KHDN,Hayden CO,40.4806,-107.2169,-25200,9987,"DL,DVH,WAH"
HFE,ZSOF,Hefei China,31.78,117.2978,28800,9848,"MU,MUD"
HEK,ZYHE,Heihe Heilongjiang China,50.1722,127.309,28800,2500,
HLN,KHLN,Helena MT,46.6067,-111.9828,-25200,8984,"DL,NPA,NW"
HEL,EFHK,Helsinki Finland,60.3192,24.9553,7200,11260,"SUD,DVH,KLD,KL,PAH"
HER,LGIR,Heraklion Crete Greece,35.3392,25.18,7200,8973,"SUD,HV,HVD"
HMO,MMHO,Hermosillo Mexico,29.0956,-111.0478,-25200,7527,"AM,AMH,DVH"
HVB,YHBA,Hervey Bay Australia,-25.3189,152.88,39600,4852,VA
UVF,TLPL,Hewanorra Saint Lucia,13.7325,-60.9517,-14400,8987,"DL,DVH,VSD,WSH"
HIB,KHIB,Hibbing MN,47.3864,-92.8389,-21600,6754,"DL,NCA,NW"
HKY,KHKY,Hickory NC,35.7408,-81.3892,-18000,6400,DVH
ITO,PHTO,Hilo HI,19.7197,-155.048,-36000,9817,"HA,NW"
HHH,KHXD,Hilton Head Island SC,32.2331,-80.6997,-18000,4919,DVH
HIJ,RJOA,Hiroshima Japan,34.4356,132.919,32400,9831,
HIX,NTMN,Hiva Oa French Polynesia,-9.7686,-139.011,-39600,5258,
SGN,VVTS,Ho Chi Minh City Viet Nam,10.8175,106.652,25200,12396,"SUD,AF,DVH,KLD,KE,NW,PAH,VND,VN"
HBA,YMHB,Hobart Australia,-42.8378,147.5089,39600,8937,VA
HOG,MUHG,Holguin Cuba,20.7853,-76.3144,-18000,10919,
HOM,PAHO,Homer AK,59.6456,-151.476,-32400,6704,"DVH,WAH"
HKG,VHHH,Hong Kong-Chek Lap Kok China,22.3089,113.9139,28800,12468,"SUD,AF,DL,DVH,KL,KE,VN,VSD"
HKX,VHHX,Hong Kong-Kai Tak China,22.3281,114.194,28800,10930,"DVH,NW,PAH"
HIR,AGGH,Honiara Intl Solomon Islands,-9.4278,160.055,39600,7234,VA
HVG,ENHV,Honningsvåg Finnmark Norway,71.0094,25.9833,3600,2616,
HNL,PHNL,Honolulu HI,21.3181,-157.922,-36000,12294,"AS,DL,DVH,HA,KE,KEH,NW,PAH,WAH,WS"
HQM,KHQM,Hoquiam WA,46.9711,-123.936,-28800,5017,RW
HTN,ZWTN,Hotan Xinjiang Uyghur China,37.0386,79.865,28800,10487,
HLU,NWWH,Houailou New Caledonia,-21.2564,165.617,39600,2500,
HUL,KHUL,Houlton ME,46.1242,-67.7919,-18000,5019,NEH
IAH,KIAH,Houston-Bush Intercontinental TX,29.9806,-95.3389,-21600,12036,"AM,AF,AS,DL,DVH,KLD,KL,NW,PAH,WSH"
EFD,KEFD,Houston-Ellington TX,29.6072,-95.1586,-21600,9037,
HOU,KHOU,Houston-Hobby TX,29.6453,-95.2789,-21600,7615,"DL,DVH,NA,NW,PAH"
HUH,NTTH,Huahine French Polynesia,-16.7047,-151.026,-39600,4920,
HIA,ZSSH,Huai'an China,33.7831,119.117,28800,7904,
HUX,MMBT,Huatulco Mexico,15.7753,-96.2625,-21600,8857,AM
HUI,VVPB,Hue Vietnam,16.4014,107.702,25200,8858,VN
HUY,EGNJ,Humberside United Kingdom,53.5744,-0.3506,0,7210,KL
SVN,KSVN,Hunter AAF Savannah GA,32.01,-81.1458,-18000,11375,
HTS,KHTS,Huntington WV,38.3667,-82.5581,-18000,7011,DVH
HSV,KHSV,Huntsville AL,34.6403,-86.7731,-21600,12642,"DL,DVH,NW"
HON,KHON,Huron SD,44.3847,-98.2281,-21600,7192,"NCA,WAH"
HYA,KHYA,Hyannis MA,41.6694,-70.2803,-18000,5434,NEH
HYD,VOHY,Hyderabad India,17.4531,78.4675,19800,10215,JAD
IAS,LRIA,Iasi Romania,47.1786,27.62,7200,8051,ROH
IBZ,LEIB,Ibiza Spain,38.8728,1.3731,3600,9176,"UX,HVD"
IDA,KIDA,Idaho Falls ID,43.5142,-112.0697,-25200,9004,"DL,DVH,NPA,NW"
IGU,SBFI,Iguassu Falls Brazil,-25.6003,-54.4847,-7200,7213,GLO
IGR,SARI,Iguaçu Argentina,-25.7364,-54.4731,-10800,10828,AR
IOS,SBIL,Ilhéus Brazil,-14.8147,-39.0331,-7200,5202,
ILI,PAIL,Iliamna AK,59.7556,-154.917,-32400,5111,"DVH,WAH"
IMP,SBIZ,Imperatriz-Maranhão Brazil,-5.5306,-47.4581,-7200,6004,
IPL,KIPL,Imperial CA,32.8342,-115.5728,-28800,5324,"RW,DVH"
INZ,DAUI,In Salah Algeria,27.2533,2.5103,3600,9862,
IND,KIND,Indianapolis IN,39.7173,-86.2944,-18000,11205,"DL,DVH,NW"
INN,LOWI,Innsbruck Austria,47.2592,11.3439,3600,6551,"DVH,KLD,PAH,HVD"
INL,KINL,International Falls MN,48.5656,-93.4031,-21600,7396,"DL,NCA"
INV,EGPE,Inverness United Kingdom,57.5422,-4.0475,0,6670,
IYK,KIYK,Inyokern CA,35.6586,-117.829,-28800,7119,DVH
IOA,LGIO,Ioannina Greece,39.6969,20.8219,7200,7878,
YFB,CYFB,Iqualuit NU Canada,63.7564,-68.5556,-18000,8611,
IQQ,SCDA,Iquique Chile,-20.5353,-70.1814,-10800,11039,
IQT,SPQT,Iquitos Peru,-3.7842,-73.3083,-14400,8220,PAH
IKT,UIII,Irkutsk Russia,52.2681,104.3889,28800,11286,SUD
IWD,KIWD,Ironwood MI,46.5267,-90.1308,-21600,6488,"NCA,NW"
ISG,ROIG,Ishigaki-Painushima Japan,24.3964,124.245,32400,6602,
VQS,TJVQ,Isla De Vieques Puerto Rico,18.1344,-65.4936,-14400,4304,SBS
CFX,SCFX,Isla San Felix Chile,-26.2936,-80.0961,-18000,2500,
ISB,OPRN,Islamabad Pakistan,33.6164,73.0981,18000,11003,SV
YGR,CYGR,Isle De-Le Madeleine Canada,47.425,-61.7778,-14400,4494,
IOM,EGNS,Isle of Man,54.0831,-4.6231,0,5872,
ISP,KISP,Islip NY,40.7953,-73.1003,-18000,7008,"DVH,NW"
SAW,LTFJ,Istanbul Sabiha Gokcen Turkey,40.8986,29.3092,7200,9849,
IST,LTBA,Istanbul Turkey,40.9756,28.8203,7200,9924,"SUD,AF,AZ,DVH,KLD,KL,ME,PAH,SV"
QIE,LFMI,Istres-Le Tubé AB France,43.5225,4.9242,3600,12304,
ITH,KITH,Ithaca NY,42.4906,-76.4581,-18000,6988,"DL,DVH"
IVL,EFIV,Ivalo Finland,68.6106,27.4139,7200,8173,
ZIH,MMZH,Ixtapa Mexico,17.6014,-101.46,-21600,8318,"AM,DL,DVH,NW"
ADB,LTBJ,Izmir Turkey,38.2892,27.155,7200,10670,"HV,HVD"
IZO,RJOC,Izumo Japan,35.4133,132.89,32400,6559,
JAC,KJAC,Jackson Hole WY,43.6064,-110.738,-25200,6299,"DL,DVH"
JXN,KJXN,Jackson MI,42.26,-84.4603,-18000,5343,NW
JAN,KJAN,Jackson MS,32.3111,-90.0758,-21600,8526,"DL,DVH,NW"
MKL,KMKL,Jackson TN,35.5994,-88.9156,-21600,6021,NW
HKS,KHKS,Jackson-Hawkins MS,32.3344,-90.2222,-21600,5403,DVH
JAX,KJAX,Jacksonville FL,30.4936,-81.6875,-18000,9995,"DL,DVH,NA,NEH,NW,PAH"
OAJ,KOAJ,Jacksonville NC,34.8289,-77.6119,-18000,7103,DL
NIP,KNIP,Jacksonville-NAS FL,30.2356,-81.6803,-18000,7993,
HLP,WIHH,Jakarta Halim Indonesia,-6.2667,106.891,25200,9854,"KLD,PAH"
CGK,WIII,Jakarta Indonesia,-6.1253,106.656,28800,12014,"AF,GA,KLD,KL,PAH,SV,VN"
JAV,BGJN,Jakobshavn Greenland,69.2431,-51.0569,-10800,2763,
DJB,WIPA,Jambi Indonesia,-1.6381,103.644,25200,2500,
JMS,KJMS,Jamestown ND,46.9292,-98.6781,-21600,6499,NW
JVL,KJVL,Janesville WI,42.62,-89.0414,-21600,7314,NCA
JKS,OIZJ,Jask Iran,25.6531,57.7992,12600,5824,KLD
JED,OEJN,Jeddah Saudi Arabia,21.6792,39.1556,10800,12506,"KQD,KLD,ME,SV,SVD"
CJU,RKPC,Jeju South Korea,33.5114,126.4928,32400,9840,KEH
JBB,WARE,Jember Indonesia,-8.2403,113.694,25200,5397,
JER,EGJJ,Jersey United Kingdom,49.2078,-2.1947,0,5593,KLD
JMU,ZYJM,Jiamusi China,46.84,130.4619,28800,7209,"CZ,CZH"
TNA,ZSJN,Jinan China,36.8567,117.2158,28800,11841,"MU,MUD"
JZH,ZUJZ,Jiuzhaigou China,32.8531,103.682,28800,2500,MF
JPA,SBJP,Joao Pessoa Brazil,-7.1456,-34.9481,-7200,8292,
JDH,VIJO,Jodhpur India,26.2664,73.0492,19800,9596,KLD
JOE,EFJO,Joensuu Finland,62.6589,29.6244,7200,8179,
HLA,FALA,Johannesburg (Lanseria) South Africa,-25.9392,27.9256,7200,10018,
JNB,FAOR,Johannesburg South Africa,-26.1389,28.2456,7200,14397,"AF,DL,DVH,KLD,KL,PAH,SV,VSD"
JLN,KJLN,Joplin MO,37.1517,-94.4981,-21600,6519,
JUB,HSSJ,Juba Sudan,4.8686,31.6031,10800,10104,
JUJ,SASJ,Jujuy Argentina,-24.3928,-65.0978,-10800,9729,AR
JNU,PAJN,Juneau AK,58.3542,-134.576,-32400,8952,"AS,DVH,WAH"
JYV,EFJY,Jyvaskyla Finland,62.4006,25.6728,7200,8779,
JKG,ESGJ,Jönköping Sweden,57.7581,14.0692,3600,7480,
KBL,OAKB,Kabul Afghanistan,34.5656,69.2125,16200,11491,KLD
DNA,RODN,Kadena AB Japan,26.3556,127.767,32400,12124,
KED,GQNK,Kaedi Mauritania,16.1594,-13.5072,0,2500,
KOJ,RJFK,Kagoshima Japan,31.8031,130.719,32400,9868,KE
OGG,PHOG,Kahului HI,20.8981,-156.429,-36000,7025,"AS,DL,DVH,HA,WSH"
KNG,WASK,Kaimana Indonesia,-3.6444,133.696,32400,5250,
KAJ,EFKI,Kajaani Finland,64.2842,27.6875,7200,8212,
KLX,LGKL,Kalamata Greece,37.0681,22.0253,7200,8736,
AZO,KAZO,Kalamazoo MI,42.235,-85.5514,-18000,6514,"DL,DVH,NW"
KGI,YPKG,Kalgoorlie Australia,-30.7892,121.462,28800,6558,VA
KLO,RPVK,Kalibo Philippines,11.6803,122.376,28800,6631,
FCA,KGPI,Kalispell/Columbia Falls MT,48.3114,-114.225,-25200,9029,"RW,AS,DL,DVH,NW"
YKA,CYKA,Kamloops Canada,50.7019,-120.444,-28800,7983,WSH
KDH,OAKN,Kandahar Afghanistan,31.5028,65.8397,16200,10524,KLD
SFJ,BGSF,Kangerlussuaq Greenland,67.0167,-50.6892,-10800,9191,NEH
KNN,GUXN,Kankan Guinea,10.3822,-9.2531,0,2500,
KAN,DNKN,Kano Nigeria,12.0467,8.5242,3600,10841,"KLD,SV"
MKC,KMKC,Kansas City Downtown KS,39.1225,-94.5928,-21600,7006,
MCI,KMCI,Kansas City-Intl MO,39.2964,-94.7139,-21600,10826,"AS,DL,DVH,NCA,NW,WAH"
KHH,RCKH,Kaohsiung Taiwan,22.5764,120.3497,28800,10349,"CI,CID,VN"
KLC,GOOK,Kaolack Senegal,14.1442,-16.0542,0,5249,
KHI,OPKC,Karachi Pakistan,24.9081,67.1617,18000,11159,"KQD,KLD,PAH,SV"
KGF,UAKK,Karaganda Kazakhstan,49.6714,73.3353,21600,10813,SUD
KLV,LKKV,Karlovy Czech Republic,50.2031,12.9147,3600,7063,
KSD,ESOK,Karlstad Sweden,59.4444,13.3369,3600,8251,
KTA,YPKA,Karratha Australia,-20.7119,116.773,28800,6070,VA
KHG,ZWSH,Kashi China,39.5431,76.02,28800,10484,
KZS,LGKJ,Kastelorizo Greece,36.1275,29.5667,7200,2621,
KTM,VNKT,Kathmandu Nepal,27.6967,85.3578,20700,10047,MUD
MPA,FYKM,Katima Namibia,-17.6344,24.1764,3600,7523,
KTW,EPKT,Katowice Poland,50.4742,19.08,3600,10516,
MKK,PHMK,Kaunakakai Hawaii United States,21.1528,-157.096,-36000,4507,
KVA,LGKV,Kavala Greece,40.9139,24.6194,7200,9852,
KYS,GAKD,Kayes Mali,14.4936,-11.4078,0,5268,
ASR,LTAU,Kayseri Turkey,38.7703,35.4953,7200,9832,
KZN,UWKD,Kazan Russia,55.6061,49.2811,10800,12293,SU
EEN,KEEN,Keene NH,42.8981,-72.2706,-18000,6213,"DVH,NEH"
EFL,LGKF,Kefallinia Greece,38.1197,20.5006,7200,8009,
KEF,BIKF,Keflavik Iceland,63.9839,-22.6056,0,10030,"DVH,PAH"
YLW,CYLW,Kelowna BC Canada,49.955,-119.379,-28800,8952,"AS,WS"
KEJ,UNEE,Kemerovo Russia,55.27,86.1072,25200,10491,
ENA,PAEN,Kenai AK,60.5731,-151.245,-32400,7843,WAH
KNZ,GAKA,Kenieba Mali,12.8397,-11.2539,0,2953,
KTG,WIOK,Ketapang Indonesia,-1.8167,109.963,25200,4585,
KTN,PAKT,Ketchikan AK,55.3556,-131.714,-32400,7512,"AS,WAH"
EYW,KEYW,Key West FL,24.5558,-81.7594,-18000,4797,"DL,DVH"
KHV,UHHH,Khabarovsk Russia,48.5281,135.188,32400,13615,
HRK,UKHH,Kharkov Ukraine,49.9325,36.2836,7200,7249,
KRT,HSSS,Khartoum Sudan,15.5889,32.5528,10800,10193,"KQD,KQ,KLD,SV"
KGD,UMKK,Khrabrovo Russia,54.8897,20.5944,10800,8206,SU
KBP,UKBB,Kiev Ukraine,50.3439,30.8942,7200,13078,"AF,DVH,KL"
KFA,GQNF,Kiffa Mauritania,16.5894,-11.4058,0,5249,
KGL,HRYR,Kigali Rwanda,-1.9675,30.1333,7200,11485,"KQD,KQ,KL"
JRO,HTKJ,Kilimanjaro Tanzania,-3.4292,37.0742,10800,11852,"KLD,KL"
ILE,KILE,Killeen TX,31.0856,-97.6858,-21600,5504,"DVH,NW"
GRK,KGRK,Killeen-Fort Hood,31.0667,-97.8289,-21600,10030,"DL,DVH"
AKN,PAKN,King Salmon AK,58.6756,-156.648,-32400,8826,"DVH,WAH"
IGM,KIGM,Kingman AZ,35.2594,-113.938,-25200,6833,RW
IMT,KIMT,Kingsford/Iron Mountain MI,45.8178,-88.1139,-21600,6506,"DL,DVH,NCA,NW"
KIN,MKJP,Kingston Jamaica,17.9356,-76.7867,-18000,8919,"DL,KLD,PAH,WSH"
FIH,FZAA,Kinshasa Democratic Rep Congo,-4.3856,15.4442,3600,15279,"AF,KQD,KQ,PAH"
ISO,KISO,Kinston NC,35.3314,-77.6081,-18000,11515,DVH
KKN,ENKR,Kirkenes Norway,69.7247,29.8914,3600,6233,
KRN,ESNQ,Kiruna Sweden,67.8219,20.3367,3600,8180,
ZIC,FZIC,Kisangani Congo,0.4817,25.3378,7200,11547,
KMU,HCMK,Kisimayu Airport,-0.3497,42.4667,10800,12139,
KSI,GUKU,Kissidougou Guniea,9.1606,-10.1244,0,6562,
ISM,KISM,Kissimmee FL,28.2894,-81.4367,-18000,6016,
KIS,HKKI,Kisumu Kenya,-0.0858,34.7289,10800,10077,"KQD,KQ"
KKJ,RJFR,Kitakyushu Japan,33.8456,131.035,32400,5243,
YKF,CYKF,Kitchener ON Canada,43.4606,-80.3781,-18000,7013,WSH
KIT,LGKC,Kithira Greece,36.2742,23.0167,7200,4856,
KTT,EFKT,Kittila Finland,67.6983,24.8481,7200,8173,
LMT,KLMT,Klamath Falls OR,42.1558,-121.733,-28800,10302,RW
TYS,KTYS,Knoxville TN,35.8125,-83.9929,-18000,9009,"DL,DVH,NW"
COK,VOCI,Kochi India,10.1536,76.4067,19800,11153,"JAD,SV"
KCZ,RJOK,Kochi Japan,33.5458,133.669,32400,8204,
ADQ,PADQ,Kodiak AK,57.7492,-152.494,-32400,7546,"DVH,WAH"
KCT,VCCK,Koggala Sri Lanka,5.9986,80.3333,19800,3142,
USM,VTSM,Koh Samui Thailand,9.5492,100.062,25200,8627,
KOK,EFKK,Kokkola/Pietarsaari Finland,63.7203,23.1392,7200,8176,
KMQ,RJNK,Komatsu Japan,36.3939,136.407,32400,8857,KE
KOA,PHKO,Kona HI,19.7381,-156.046,-36000,11469,"AS,DL,DVH,HA"
KYA,LTAN,Konya Turkey,37.9806,32.5625,10800,11444,
KNQ,NWWD,Koné New Caledonia,-21.0533,164.838,39600,3284,
HGO,DIKO,Korhogo Cote D'Ivoire,9.3872,-5.5542,0,6890,
KRL,ZWKL,Korla China,41.6978,86.1289,28800,2500,
ROR,PTRO,Koror Palau,7.3669,134.544,32400,7199,"DL,DVH"
KGS,LGKO,Kos Greece,36.7944,27.0908,7200,7880,AZD
KSC,LZKZ,Kosice Slovakia,48.6628,21.2406,3600,10166,OK
TTK,PTSA,Kosrae Island Micronesia,5.3569,162.958,39600,5759,
BKI,WBKK,Kota Kinabalu Malaysia,5.9444,116.053,28800,9829,
OTZ,PAOT,Kotzebue AK,66.8842,-162.598,-32400,5882,DVH
KOU,FOGK,Koulamoutou Gabon,-1.1847,12.4414,3600,2500,
KOC,NWWK,Koumac New Caledonia,-20.5464,164.255,39600,3615,
KBV,VTSG,Krabi Thailand,8.0958,98.8389,25200,6922,
KRK,EPKK,Krakow Poland,50.0767,19.7842,3600,8353,
KRF,ESNK,Kramfors-Sollefteå Sweden,63.0483,17.7689,3600,6547,
KRR,URKK,Krasnodar Russia,45.0347,39.17,10800,9842,SU
KJA,UNKL,Krasnojarsk Russia,56.1728,92.4931,25200,12195,SUD
KBI,FKKB,Kribi Cameroon,2.8739,9.9778,3600,5944,
KRS,ENCN,Kristiansand Norway,58.2042,8.0853,3600,6648,KL
KSO,ENKB,Kristiansund Norway,63.1117,7.8258,3600,7750,
KUL,WMKK,Kuala Lumpur Malaysia,2.7456,101.71,28800,13575,"AF,CI,KLD,KL,KE,SV,VN"
KCH,WBGG,Kuching Malaysia,1.4928,110.36,28800,8352,
KUS,BGKK,Kulusuk Greenland,65.5731,-37.1231,-3600,3964,NEH
KMJ,RJFT,Kumamoto Japan,32.8369,130.855,32400,9838,
KMG,ZPPP,Kunming China,25.105,102.9317,28800,14814,"MU,MUD"
KNX,YPKU,Kununurra Australia,-15.7781,128.708,28800,6005,VA
KUO,EFKU,Kuopio Finland,63.0083,27.7944,7200,9171,
KOE,WATT,Kupang Indonesia,-10.1717,123.671,28800,8207,KLD
KUH,RJCK,Kushiro Japan,43.0406,144.193,32400,8214,
KAO,EFKS,Kuusamo Finland,65.9903,29.2317,7200,8177,
KWI,OKBK,Kuwait City Kuwait,29.2264,47.9683,10800,11509,"DVH,KLD,KL,ME,SV"
KWA,PKWA,Kwajalein Marshall Islands,8.72,167.731,46800,6675,
CGN,EDDK,Köln/Bonn Germany,50.8667,7.1431,3600,12502,"AF,KLD,KL,PAH"
LCG,LECO,La Coruna Galicia Spain,43.3017,-8.3767,3600,6401,UX
LSE,KLSE,La Crosse WI,43.8781,-91.2567,-21600,8756,"DL,DVH,NCA,NW"
LPB,SLLP,La Paz Bolivia,-16.5131,-68.1828,-10800,13145,PAH
LAP,MMLP,La Paz Mexico,24.0725,-110.362,-21600,8229,"AM,DVH"
IRJ,SANL,La Rioja Argentina,-29.3814,-66.7956,-7200,9402,
LRM,MDLR,La Romana Dominican Republic,18.4522,-68.9114,-18000,9673,SBS
EUN,GMML,Laayoune Morocco,27.1517,-13.2192,0,8897,
LEK,GULB,Labe Guinea,11.3256,-12.2867,0,6572,
LBJ,WATO,Labuan Bajo Indonesia,-8.4867,119.889,25200,4570,
LBU,WBKL,Labuan Malaysia,5.3006,115.25,28800,9067,
LCI,KLCI,Laconia NH,43.5728,-71.4178,-18000,5946,NEH
